,course_id,theme_id,user_id,problem_duration_graded,problem_duration_ungraded,messagiesNum,video_duration
87,course-v1:spbu+SOCLAB+spring_2018,27688ee203c144bb83cff0cceab9a483,22331,35440.046632,0.0,0,0.0
88,course-v1:spbu+SOCLAB+spring_2018,27688ee203c144bb83cff0cceab9a483,28864,64195.87142099999,0.0,0,0.0
89,course-v1:spbu+SOCLAB+spring_2018,27688ee203c144bb83cff0cceab9a483,56215,639.887342,0.0,0,0.0
90,course-v1:spbu+SOCLAB+spring_2018,27688ee203c144bb83cff0cceab9a483,237133,1802.621242,0.0,0,0.0
91,course-v1:spbu+SOCLAB+spring_2018,27688ee203c144bb83cff0cceab9a483,243054,1068.257246,0.0,0,0.0
92,course-v1:spbu+SOCLAB+spring_2018,27688ee203c144bb83cff0cceab9a483,259731,107313.195416,0.0,0,0.0
93,course-v1:spbu+SOCLAB+spring_2018,27688ee203c144bb83cff0cceab9a483,394310,27.985033,0.0,0,0.0
94,course-v1:spbu+SOCLAB+spring_2018,27688ee203c144bb83cff0cceab9a483,444404,17720.023316,0.0,0,0.0
95,course-v1:spbu+SOCLAB+spring_2018,27688ee203c144bb83cff0cceab9a483,467046,160675.76796,0.0,0,0.0
96,course-v1:spbu+SOCLAB+spring_2018,27688ee203c144bb83cff0cceab9a483,486614,53212.187574,0.0,0,0.0
97,course-v1:spbu+SOCLAB+spring_2018,27688ee203c144bb83cff0cceab9a483,493875,13889.233462,0.0,0,0.0
98,course-v1:spbu+SOCLAB+spring_2018,27688ee203c144bb83cff0cceab9a483,554852,118137.32351799999,0.0,0,0.0
99,course-v1:spbu+SOCLAB+spring_2018,27688ee203c144bb83cff0cceab9a483,559517,191943.89158,0.0,0,0.0
100,course-v1:spbu+SOCLAB+spring_2018,27688ee203c144bb83cff0cceab9a483,559616,1680.223856,0.0,0,0.0
101,course-v1:spbu+SOCLAB+spring_2018,27688ee203c144bb83cff0cceab9a483,595666,575831.67474,0.0,0,0.0
120,course-v1:spbu+SOCLAB+spring_2018,6a2492000afc4074b8e4a64c42a08820,22331,36.036204,36.036204,0,1418.601721
121,course-v1:spbu+SOCLAB+spring_2018,6a2492000afc4074b8e4a64c42a08820,28864,135.135765,171.637052,0,1114.918049
122,course-v1:spbu+SOCLAB+spring_2018,6a2492000afc4074b8e4a64c42a08820,48168,18.018102,42.909263,0,0.0
123,course-v1:spbu+SOCLAB+spring_2018,6a2492000afc4074b8e4a64c42a08820,56215,126.12671399999999,11.400057,0,1412.352582
124,course-v1:spbu+SOCLAB+spring_2018,6a2492000afc4074b8e4a64c42a08820,154690,36.036204,36.036204,0,0.0
125,course-v1:spbu+SOCLAB+spring_2018,6a2492000afc4074b8e4a64c42a08820,185925,18.018102,42.909263,0,0.0
126,course-v1:spbu+SOCLAB+spring_2018,6a2492000afc4074b8e4a64c42a08820,237133,45.045255,301.724792,0,539.46038
127,course-v1:spbu+SOCLAB+spring_2018,6a2492000afc4074b8e4a64c42a08820,259731,99.099561,137.73684,0,17.765372
128,course-v1:spbu+SOCLAB+spring_2018,6a2492000afc4074b8e4a64c42a08820,350494,18.018102,462.099692,0,852.2806210000001
129,course-v1:spbu+SOCLAB+spring_2018,6a2492000afc4074b8e4a64c42a08820,444404,18.018102,168.739474,0,0.0
130,course-v1:spbu+SOCLAB+spring_2018,6a2492000afc4074b8e4a64c42a08820,595666,72.072408,155.754942,0,760.485287
186,course-v1:spbu+SOCLAB+spring_2018,939b37206e654f35ae914dd632a9223e,22331,29.679214,0.0,0,1416.210707
187,course-v1:spbu+SOCLAB+spring_2018,939b37206e654f35ae914dd632a9223e,28864,14.839607,0.0,0,0.0
188,course-v1:spbu+SOCLAB+spring_2018,939b37206e654f35ae914dd632a9223e,48168,14.839607,0.0,0,0.0
189,course-v1:spbu+SOCLAB+spring_2018,939b37206e654f35ae914dd632a9223e,56215,29.679214,0.0,0,1408.763396
190,course-v1:spbu+SOCLAB+spring_2018,939b37206e654f35ae914dd632a9223e,185925,14.839607,0.0,0,0.0
191,course-v1:spbu+SOCLAB+spring_2018,939b37206e654f35ae914dd632a9223e,237133,29.679214,0.0,0,939.65424
192,course-v1:spbu+SOCLAB+spring_2018,939b37206e654f35ae914dd632a9223e,259731,29.679214,0.0,0,0.0
193,course-v1:spbu+SOCLAB+spring_2018,939b37206e654f35ae914dd632a9223e,350494,14.839607,0.0,0,448.834739
194,course-v1:spbu+SOCLAB+spring_2018,939b37206e654f35ae914dd632a9223e,444404,14.839607,0.0,0,0.0
206,course-v1:spbu+SOCLAB+spring_2018,c1974eb7d4e94e32be5662c18c100602,22331,69.55831,59.358428,0,1234.164369
207,course-v1:spbu+SOCLAB+spring_2018,c1974eb7d4e94e32be5662c18c100602,28864,34.779155,29.679214,0,0.0
208,course-v1:spbu+SOCLAB+spring_2018,c1974eb7d4e94e32be5662c18c100602,48168,69.55831,74.65825099999999,0,0.0
209,course-v1:spbu+SOCLAB+spring_2018,c1974eb7d4e94e32be5662c18c100602,56215,273.13329899999997,123.81679700000001,0,1240.461745
210,course-v1:spbu+SOCLAB+spring_2018,c1974eb7d4e94e32be5662c18c100602,154690,29.679214,59.358428,0,211.432302
211,course-v1:spbu+SOCLAB+spring_2018,c1974eb7d4e94e32be5662c18c100602,185925,34.779155,29.679214,0,0.0
212,course-v1:spbu+SOCLAB+spring_2018,c1974eb7d4e94e32be5662c18c100602,237133,49.618762000000004,44.518821,0,523.416167
213,course-v1:spbu+SOCLAB+spring_2018,c1974eb7d4e94e32be5662c18c100602,259731,104.337465,59.358428,0,15.20597
214,course-v1:spbu+SOCLAB+spring_2018,c1974eb7d4e94e32be5662c18c100602,350494,34.779155,34.779155,0,505.239417
215,course-v1:spbu+SOCLAB+spring_2018,c1974eb7d4e94e32be5662c18c100602,444404,34.779155,34.779155,0,0.0
216,course-v1:spbu+SOCLAB+spring_2018,c1974eb7d4e94e32be5662c18c100602,595666,39.879096,29.679214,0,0.0
228,course-v1:spbu+SOCLAB+spring_2018,c2a53370f5e44301918c551b8bb2f17c,22331,342.241064,0.0,0,0.0
229,course-v1:spbu+SOCLAB+spring_2018,c2a53370f5e44301918c551b8bb2f17c,28864,450660.456324,0.0,0,0.0
230,course-v1:spbu+SOCLAB+spring_2018,c2a53370f5e44301918c551b8bb2f17c,56215,25366.03004,0.0,0,0.0
231,course-v1:spbu+SOCLAB+spring_2018,c2a53370f5e44301918c551b8bb2f17c,237133,17696.902569,0.0,0,0.0
232,course-v1:spbu+SOCLAB+spring_2018,c2a53370f5e44301918c551b8bb2f17c,243054,1956525.961852,0.0,0,0.0
233,course-v1:spbu+SOCLAB+spring_2018,c2a53370f5e44301918c551b8bb2f17c,259731,1249.675768,0.0,0,0.0
234,course-v1:spbu+SOCLAB+spring_2018,c2a53370f5e44301918c551b8bb2f17c,350494,3067.461273,0.0,0,0.0
235,course-v1:spbu+SOCLAB+spring_2018,c2a53370f5e44301918c551b8bb2f17c,393700,171.120532,0.0,0,0.0
236,course-v1:spbu+SOCLAB+spring_2018,c2a53370f5e44301918c551b8bb2f17c,394310,342.241064,0.0,0,0.0
237,course-v1:spbu+SOCLAB+spring_2018,c2a53370f5e44301918c551b8bb2f17c,444404,9217.849112,0.0,0,0.0
238,course-v1:spbu+SOCLAB+spring_2018,c2a53370f5e44301918c551b8bb2f17c,467046,1368.9642559999998,0.0,0,0.0
239,course-v1:spbu+SOCLAB+spring_2018,c2a53370f5e44301918c551b8bb2f17c,486614,48568.85057700002,0.0,0,0.0
240,course-v1:spbu+SOCLAB+spring_2018,c2a53370f5e44301918c551b8bb2f17c,492510,4940502.618179,0.0,0,0.0
241,course-v1:spbu+SOCLAB+spring_2018,c2a53370f5e44301918c551b8bb2f17c,493875,226616.0789600001,0.0,0,0.0
242,course-v1:spbu+SOCLAB+spring_2018,c2a53370f5e44301918c551b8bb2f17c,554852,2737.928511999999,0.0,0,0.0
243,course-v1:spbu+SOCLAB+spring_2018,c2a53370f5e44301918c551b8bb2f17c,559517,684.482128,0.0,0,0.0
244,course-v1:spbu+SOCLAB+spring_2018,c2a53370f5e44301918c551b8bb2f17c,559616,8429.075487,0.0,0,0.0
245,course-v1:spbu+SOCLAB+spring_2018,c2a53370f5e44301918c551b8bb2f17c,583886,18210.264165000004,0.0,0,0.0
246,course-v1:spbu+SOCLAB+spring_2018,c2a53370f5e44301918c551b8bb2f17c,595666,129793.75738399998,0.0,0,0.0
278,course-v1:spbu+SOCLAB+spring_2018,fdeba2be3e3f45c3bb8fbd1c01f41d2d,22331,57.897198,57.897198,0,1294.2906619999999
279,course-v1:spbu+SOCLAB+spring_2018,fdeba2be3e3f45c3bb8fbd1c01f41d2d,28864,57.897198,0.0,0,0.0
280,course-v1:spbu+SOCLAB+spring_2018,fdeba2be3e3f45c3bb8fbd1c01f41d2d,48168,48.888147,726.999171,0,0.0
281,course-v1:spbu+SOCLAB+spring_2018,fdeba2be3e3f45c3bb8fbd1c01f41d2d,56215,338.374137,48.888147,0,1293.36282
282,course-v1:spbu+SOCLAB+spring_2018,fdeba2be3e3f45c3bb8fbd1c01f41d2d,154690,39.879096,39.879096,0,0.0
283,course-v1:spbu+SOCLAB+spring_2018,fdeba2be3e3f45c3bb8fbd1c01f41d2d,185925,28.948598999999998,28.948598999999998,0,0.0
284,course-v1:spbu+SOCLAB+spring_2018,fdeba2be3e3f45c3bb8fbd1c01f41d2d,237133,97.77629400000001,1812.993402,0,450.108581
285,course-v1:spbu+SOCLAB+spring_2018,fdeba2be3e3f45c3bb8fbd1c01f41d2d,259731,124.803447,86.845797,0,0.0
286,course-v1:spbu+SOCLAB+spring_2018,fdeba2be3e3f45c3bb8fbd1c01f41d2d,350494,28.948598999999998,736.008222,0,177.6232
287,course-v1:spbu+SOCLAB+spring_2018,fdeba2be3e3f45c3bb8fbd1c01f41d2d,444404,28.948598999999998,368.004111,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,fdeba2be3e3f45c3bb8fbd1c01f41d2d,595666,57.897198,377.013162,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,061d8a5b581a45dab40b1ca9405ddf5b,22331,0.0,191943.89158,0,1394.756782
288,course-v1:spbu+SOCLAB+spring_2018,061d8a5b581a45dab40b1ca9405ddf5b,48168,0.0,52.484445,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,061d8a5b581a45dab40b1ca9405ddf5b,56215,0.0,95971.94579,0,1393.770667
288,course-v1:spbu+SOCLAB+spring_2018,061d8a5b581a45dab40b1ca9405ddf5b,185925,0.0,95971.94579,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,061d8a5b581a45dab40b1ca9405ddf5b,350494,0.0,287915.83736999996,0,951.976993
288,course-v1:spbu+SOCLAB+spring_2018,061d8a5b581a45dab40b1ca9405ddf5b,444404,0.0,95971.94579,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,061d8a5b581a45dab40b1ca9405ddf5b,467046,0.0,311.888686,0,828.596773
288,course-v1:spbu+SOCLAB+spring_2018,061d8a5b581a45dab40b1ca9405ddf5b,554852,0.0,52.484445,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,061d8a5b581a45dab40b1ca9405ddf5b,559517,0.0,52.484445,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,061d8a5b581a45dab40b1ca9405ddf5b,559616,0.0,112.83178,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,061d8a5b581a45dab40b1ca9405ddf5b,583886,0.0,155.944343,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,0edf9012bff546778914358cd1e48f4e,22331,0.0,111.47714,0,1090.903062
288,course-v1:spbu+SOCLAB+spring_2018,0edf9012bff546778914358cd1e48f4e,28864,0.0,51.455148,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,0edf9012bff546778914358cd1e48f4e,48168,0.0,29.745119,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,0edf9012bff546778914358cd1e48f4e,56215,0.0,63.320486,0,1044.766211
288,course-v1:spbu+SOCLAB+spring_2018,0edf9012bff546778914358cd1e48f4e,154690,0.0,25.727574,0,910.8471999999999
288,course-v1:spbu+SOCLAB+spring_2018,0edf9012bff546778914358cd1e48f4e,185925,0.0,25.727574,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,0edf9012bff546778914358cd1e48f4e,237133,0.0,51.455148,0,744.062723
288,course-v1:spbu+SOCLAB+spring_2018,0edf9012bff546778914358cd1e48f4e,243054,0.0,358.275274,0,1454.6131560000003
288,course-v1:spbu+SOCLAB+spring_2018,0edf9012bff546778914358cd1e48f4e,259731,0.0,1980037.273552,0,836.292103
288,course-v1:spbu+SOCLAB+spring_2018,0edf9012bff546778914358cd1e48f4e,350494,0.0,55.73857,0,702.717773
288,course-v1:spbu+SOCLAB+spring_2018,0edf9012bff546778914358cd1e48f4e,444404,0.0,957.408856,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,0edf9012bff546778914358cd1e48f4e,453625,0.0,5744.453136,0,981.291416
288,course-v1:spbu+SOCLAB+spring_2018,0edf9012bff546778914358cd1e48f4e,467046,0.0,113.419172,0,1106.023549
288,course-v1:spbu+SOCLAB+spring_2018,0edf9012bff546778914358cd1e48f4e,473613,0.0,338.327459,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,0edf9012bff546778914358cd1e48f4e,486614,0.0,222.95428,0,572.519457
288,course-v1:spbu+SOCLAB+spring_2018,0edf9012bff546778914358cd1e48f4e,488714,0.0,61.740858,0,899.5839689999998
288,course-v1:spbu+SOCLAB+spring_2018,0edf9012bff546778914358cd1e48f4e,492510,0.0,36.013284,1,1068.2290600000001
288,course-v1:spbu+SOCLAB+spring_2018,0edf9012bff546778914358cd1e48f4e,493875,0.0,77.182722,0,251.812401
288,course-v1:spbu+SOCLAB+spring_2018,0edf9012bff546778914358cd1e48f4e,554852,0.0,102.31979700000001,0,379.043307
288,course-v1:spbu+SOCLAB+spring_2018,0edf9012bff546778914358cd1e48f4e,559517,0.0,178.470714,0,100.857258
288,course-v1:spbu+SOCLAB+spring_2018,0edf9012bff546778914358cd1e48f4e,559616,0.0,105.699274,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,0edf9012bff546778914358cd1e48f4e,583886,0.0,563.813145,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,0edf9012bff546778914358cd1e48f4e,595666,0.0,338.327459,0,2107.2599530000007
288,course-v1:spbu+SOCLAB+spring_2018,1434b8d53d444779bc7e5be81a70575b,22331,0.0,73.92123,0,2322.840424
288,course-v1:spbu+SOCLAB+spring_2018,1434b8d53d444779bc7e5be81a70575b,48168,0.0,26.058813,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,1434b8d53d444779bc7e5be81a70575b,56215,0.0,36.960615,0,2300.712825
288,course-v1:spbu+SOCLAB+spring_2018,1434b8d53d444779bc7e5be81a70575b,185925,0.0,36.960615,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,1434b8d53d444779bc7e5be81a70575b,237133,0.0,73.92123,0,1541.8314030000001
288,course-v1:spbu+SOCLAB+spring_2018,1434b8d53d444779bc7e5be81a70575b,350494,0.0,95.946548,0,1682.7334889999995
288,course-v1:spbu+SOCLAB+spring_2018,1434b8d53d444779bc7e5be81a70575b,444404,0.0,36.960615,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,1434b8d53d444779bc7e5be81a70575b,467046,0.0,9.041582,0,2262.729155
288,course-v1:spbu+SOCLAB+spring_2018,1434b8d53d444779bc7e5be81a70575b,554852,0.0,36.122557,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,1434b8d53d444779bc7e5be81a70575b,559517,0.0,26.058813,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,1434b8d53d444779bc7e5be81a70575b,559616,0.0,117.971866,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,1434b8d53d444779bc7e5be81a70575b,583886,0.0,4.520791,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,1434b8d53d444779bc7e5be81a70575b,595666,0.0,58.985933,0,2404.222765
288,course-v1:spbu+SOCLAB+spring_2018,1941ebda9cf74588a4a381f326435c3c,22331,0.0,509.681056,0,1626.237047
288,course-v1:spbu+SOCLAB+spring_2018,1941ebda9cf74588a4a381f326435c3c,28864,0.0,546.98322,0,486.403637
288,course-v1:spbu+SOCLAB+spring_2018,1941ebda9cf74588a4a381f326435c3c,48168,0.0,38.817713,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,1941ebda9cf74588a4a381f326435c3c,56215,0.0,254.840528,0,1321.2260469999999
288,course-v1:spbu+SOCLAB+spring_2018,1941ebda9cf74588a4a381f326435c3c,185925,0.0,254.840528,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,1941ebda9cf74588a4a381f326435c3c,237133,0.0,197884.50272699998,0,927.600534
288,course-v1:spbu+SOCLAB+spring_2018,1941ebda9cf74588a4a381f326435c3c,243054,0.0,509.681056,0,3389.360494
288,course-v1:spbu+SOCLAB+spring_2018,1941ebda9cf74588a4a381f326435c3c,259731,0.0,74.604328,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,1941ebda9cf74588a4a381f326435c3c,350494,0.0,254.840528,0,925.4841789999999
288,course-v1:spbu+SOCLAB+spring_2018,1941ebda9cf74588a4a381f326435c3c,444404,0.0,37.302164,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,1941ebda9cf74588a4a381f326435c3c,453625,0.0,329.444856,0,589.8890760000002
288,course-v1:spbu+SOCLAB+spring_2018,1941ebda9cf74588a4a381f326435c3c,467046,0.0,30.79029,0,1247.0598269999998
288,course-v1:spbu+SOCLAB+spring_2018,1941ebda9cf74588a4a381f326435c3c,486614,0.0,254.840528,0,2037.4433059999997
288,course-v1:spbu+SOCLAB+spring_2018,1941ebda9cf74588a4a381f326435c3c,488714,0.0,98703.131012,0,1073.824182
288,course-v1:spbu+SOCLAB+spring_2018,1941ebda9cf74588a4a381f326435c3c,492510,0.0,296109.39303599996,1,1393.500763
288,course-v1:spbu+SOCLAB+spring_2018,1941ebda9cf74588a4a381f326435c3c,554852,0.0,37.302164,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,1941ebda9cf74588a4a381f326435c3c,559517,0.0,77.635426,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,1941ebda9cf74588a4a381f326435c3c,559616,0.0,179.599656,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,1941ebda9cf74588a4a381f326435c3c,583886,0.0,156.417325,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,1941ebda9cf74588a4a381f326435c3c,595666,0.0,956.481406,0,29274.941851000003
288,course-v1:spbu+SOCLAB+spring_2018,1a17d645abe24d679ca25460fb6198bf,22331,0.0,54.314574,0,2402.473549
288,course-v1:spbu+SOCLAB+spring_2018,1a17d645abe24d679ca25460fb6198bf,28864,0.0,27.157287,0,1324.7112499999996
288,course-v1:spbu+SOCLAB+spring_2018,1a17d645abe24d679ca25460fb6198bf,48168,0.0,136.214975,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,1a17d645abe24d679ca25460fb6198bf,56215,0.0,206.432924,0,2348.7738719999998
288,course-v1:spbu+SOCLAB+spring_2018,1a17d645abe24d679ca25460fb6198bf,185925,0.0,27.157287,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,1a17d645abe24d679ca25460fb6198bf,237133,0.0,27.157287,0,2856.238383
288,course-v1:spbu+SOCLAB+spring_2018,1a17d645abe24d679ca25460fb6198bf,243054,0.0,206.432924,0,2785.2475399999994
288,course-v1:spbu+SOCLAB+spring_2018,1a17d645abe24d679ca25460fb6198bf,259731,0.0,0.0,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,1a17d645abe24d679ca25460fb6198bf,350494,0.0,206.432924,0,1123.808423
288,course-v1:spbu+SOCLAB+spring_2018,1a17d645abe24d679ca25460fb6198bf,444404,0.0,206.432924,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,1a17d645abe24d679ca25460fb6198bf,467046,0.0,54.314574,0,2029.5370740000003
288,course-v1:spbu+SOCLAB+spring_2018,1a17d645abe24d679ca25460fb6198bf,486614,0.0,54.314574,0,1795.124785
288,course-v1:spbu+SOCLAB+spring_2018,1a17d645abe24d679ca25460fb6198bf,488714,0.0,54.314574,0,2723.626668
288,course-v1:spbu+SOCLAB+spring_2018,1a17d645abe24d679ca25460fb6198bf,492510,0.0,133.257986,1,2342.051414
288,course-v1:spbu+SOCLAB+spring_2018,1a17d645abe24d679ca25460fb6198bf,493875,0.0,0.0,2,260.868433
288,course-v1:spbu+SOCLAB+spring_2018,1a17d645abe24d679ca25460fb6198bf,554852,0.0,1899.601148,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,1a17d645abe24d679ca25460fb6198bf,559517,0.0,136.214975,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,1a17d645abe24d679ca25460fb6198bf,559616,0.0,1202.644125,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,1a17d645abe24d679ca25460fb6198bf,583886,0.0,272.42995,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,1a17d645abe24d679ca25460fb6198bf,595666,0.0,136.214975,0,2361.0763859999997
288,course-v1:spbu+SOCLAB+spring_2018,34c886e366fa4ab7b6209486bff7b0d6,22331,0.0,43.895402,0,1674.8444670000001
288,course-v1:spbu+SOCLAB+spring_2018,34c886e366fa4ab7b6209486bff7b0d6,48168,0.0,1629.982652,0,1.893551
288,course-v1:spbu+SOCLAB+spring_2018,34c886e366fa4ab7b6209486bff7b0d6,56215,0.0,37.505438,0,1098.648496
288,course-v1:spbu+SOCLAB+spring_2018,34c886e366fa4ab7b6209486bff7b0d6,185925,0.0,236.371424,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,34c886e366fa4ab7b6209486bff7b0d6,237133,0.0,43.895402,0,906.6915160000001
288,course-v1:spbu+SOCLAB+spring_2018,34c886e366fa4ab7b6209486bff7b0d6,243054,0.0,100.156449,0,1607.4743049999997
288,course-v1:spbu+SOCLAB+spring_2018,34c886e366fa4ab7b6209486bff7b0d6,259731,0.0,336.527873,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,34c886e366fa4ab7b6209486bff7b0d6,350494,0.0,37.505438,0,895.603938
288,course-v1:spbu+SOCLAB+spring_2018,34c886e366fa4ab7b6209486bff7b0d6,444404,0.0,37.505438,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,34c886e366fa4ab7b6209486bff7b0d6,467046,0.0,43.895402,0,1363.4307119999999
288,course-v1:spbu+SOCLAB+spring_2018,34c886e366fa4ab7b6209486bff7b0d6,486614,0.0,21.947701,0,991.6377829999999
288,course-v1:spbu+SOCLAB+spring_2018,34c886e366fa4ab7b6209486bff7b0d6,492510,0.0,150.021752,0,1027.2827379999999
288,course-v1:spbu+SOCLAB+spring_2018,34c886e366fa4ab7b6209486bff7b0d6,493875,0.0,136.214975,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,34c886e366fa4ab7b6209486bff7b0d6,554852,0.0,1629.982652,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,34c886e366fa4ab7b6209486bff7b0d6,559517,0.0,1629.982652,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,34c886e366fa4ab7b6209486bff7b0d6,559616,0.0,112.234984,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,34c886e366fa4ab7b6209486bff7b0d6,583886,0.0,63.138984,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,34c886e366fa4ab7b6209486bff7b0d6,595666,0.0,135.78879,0,1027.277083
288,course-v1:spbu+SOCLAB+spring_2018,6cfbaccd1a0040b387e9a7ed8b4054c7,22331,0.0,51.988808,0,495.924257
288,course-v1:spbu+SOCLAB+spring_2018,6cfbaccd1a0040b387e9a7ed8b4054c7,28864,0.0,6079074.313612,0,590.222564
288,course-v1:spbu+SOCLAB+spring_2018,6cfbaccd1a0040b387e9a7ed8b4054c7,48168,0.0,25.994404,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,6cfbaccd1a0040b387e9a7ed8b4054c7,56215,0.0,3039537.156806,0,495.521685
288,course-v1:spbu+SOCLAB+spring_2018,6cfbaccd1a0040b387e9a7ed8b4054c7,154690,0.0,51.988808,0,0.0
288,course-v1:spbu+SOCLAB+spring_2018,6cfbaccd1a0040b387e9a7ed8b4054c7,237133,0.0,25.994404,0,28.93458
